Key,English,Vietnamese,Brazil,Turkish,German,France,Indonesian,Spanish,Russian,Korean,Japanese,Hindi,Ukrainian,Italian,Giải thích
shop_removeads_detail,Remove <color=#EA5EF8>Force Ad</color> interuptions.,Gỡ bỏ các <color=#EA5EF8>quảng cáo xen ngang</color> bắt buộc.,Remover interrupções de <color=#EA5EF8>Anúncios Forçados</color>.,<color=#EA5EF8>Zorunlu Reklam</color> kesintilerini kaldırın.,<color=#EA5EF8>Erzwungene Werbung</color> entfernen.,Supprimer les interruptions de <color=#EA5EF8>Publicité Forcée</color>.,Hapus gangguan <color=#EA5EF8>Iklan Paksa</color>.,Elimina las interrupciones de <color=#EA5EF8>Anuncios Forzados</color>.,Убрать прерывания на <color=#EA5EF8>Обязательную рекламу</color>.,<color=#EA5EF8>강제 광고</color> 제거.,<color=#EA5EF8>強制広告</color>を削除します。,<color=#EA5EF8>अनिवार्य विज्ञापन</color> के व्यवधानों को हटाएं।,Видалити переривання <color=#EA5EF8>Примусовою рекламою</color>.,Rimuovi le interruzioni delle <color=#EA5EF8>Pubblicità forzate</color>.,
shop_weekendsale,Weekend Sale,Giảm cuối tuần,Promoção de Fim de Semana,Hafta Sonu İndirimi,Wochenend-Sale,Vente de week-end,Obral Akhir Pekan,Oferta de fin de semana,Распродажа выходного дня,주말 세일,週末セール,सप्ताहांत सेल,Розпродаж на вихідні,Saldi del fine settimana,
skip,Skip >>,Bỏ Qua >>,Pular >>,Geç >>,Überspringen >>,Passer >>,Lewati >>,Omitir >>,Пропустить >>,건너뛰기 >>,スキップ >>,छोड़ें >>,Пропустити >>,Salta >>,
skip_it,Skip Ads,Bỏ Qua Quảng Cáo,Pular anúncios,Reklamları Atla,Werbung überspringen,Passer les annonces,Lewati Iklan,Omitir anuncios,Пропустить рекламу,광고 건너뛰기,広告をスキップ,विज्ञापन छोड़ें,Пропустити рекламу,Salta annunci,
skip_it_des,Skip Ads allow you to claim reward without watching ads,Bỏ Qua Quảng Cáo cho phép bạn nhận thưởng mà không cần xem quảng cáo,Pular anúncios permite que você resgate recompensas sem assistir aos anúncios.,"Reklamları Atla, reklam izlemeden ödül almanızı sağlar.","Werbeanzeigen überspringen ermöglicht es Ihnen, Belohnungen zu beanspruchen, ohne Anzeigen anzusehen.",Ignorer les publicités vous permet de réclamer des récompenses sans regarder de publicités.,Lewati Iklan memungkinkan Anda untuk mengeklaim hadiah tanpa menonton iklan.,Omitir anuncios te permite reclamar recompensas sin ver anuncios.,Пропуск рекламы позволяет получать награды без просмотра рекламы.,광고 건너뛰기를 사용하면 광고를 시청하지 않고도 보상을 받을 수 있습니다.,広告スキップを使用すると、広告を見ずに報酬を受け取ることができます。,विज्ञापनों को छोड़ें आपको विज्ञापन देखे बिना इनाम का दावा करने की अनुमति देता है।,Пропуск реклами дозволяє отримувати винагороду без перегляду реклами.,Salta gli annunci ti consente di riscattare i premi senza guardare la pubblicità.,
special_bundle_des,Claim each offer to get the ultimate free prize!,Nhận mọi ưu đãi để sở hữu phần thưởng miễn phí cuối cùng!,Resgate cada oferta para ganhar o prêmio grátis final!,Nihai ücretsiz ödülü almak için her teklifi talep edin!,"Lösen Sie jedes Angebot ein, um den ultimativen Gratispreis zu erhalten!",Réclamez chaque offre pour obtenir le prix gratuit ultime !,Klaim setiap penawaran untuk mendapatkan hadiah gratis utama!,¡Reclama cada oferta para obtener el gran premio gratuito!,"Заберите каждое предложение, чтобы получить главный бесплатный приз!",각 혜택을 신청하고 최고의 무료 상품을 받으세요!,各オファーを受け取って、究極の無料特典をゲットしましょう！,परम निःशुल्क पुरस्कार पाने के लिए प्रत्येक ऑफ़र का दावा करें!,"Активуйте кожну пропозицію, щоб отримати головний безкоштовний приз!",Riscatta ogni offerta per ottenere il premio gratuito finale!,
special_bundle_time,OFFER ENDS IN:,ƯU ĐÃI KẾT THÚC TRONG:,A oferta termina em:,Teklifin sona ermesine:,Angebot endet in:,L'offre se termine dans :,Penawaran berakhir dalam:,La oferta termina en:,Предложение истекает через:,제안 종료까지:,オファー終了まで：,ऑफ़र समाप्त होने में:,Пропозиція закінчується через:,L'offerta scade tra:,
ui_coming_soon,Coming Soon,Đang Phát Triển,Em breve,Yakında,Demnächst,Bientôt disponible,Segera Hadir,Próximamente,Скоро,출시 예정,近日公開,जल्द आ रहा है,Незабаром,Prossimamente,
ui_download_complete,Download completed!,Tải hoàn tất!,Download concluído!,İndirme tamamlandı!,Download abgeschlossen!,Téléchargement terminé !,Unduhan selesai!,¡Descarga completada!,Загрузка завершена!,다운로드 완료!,ダウンロード完了！,डाउनलोड पूरा हो गया!,Завантаження завершено!,Download completato!,
ui_download_failed,"Download failed!
Please connect to the internet and try again.","Tải xuống thất bại!
Vui lòng kết nối mạng và thử lại.","Falha no download!
Conecte-se à internet e tente novamente","İndirme başarısız!
Lütfen internete bağlanıp tekrar deneyin","Download fehlgeschlagen!
Bitte stelle eine Internetverbindung her und versuche es erneut","Échec du téléchargement !
Veuillez vous connecter à Internet et réessayer","Gagal mengunduh!
Sambungkan ke internet dan coba lagi","¡Descarga fallida!
Conéctate a Internet e inténtalo de nuevo","Сбой загрузки!
Пожалуйста, подключитесь к интернету и повторите попытку","다운로드 실패!
인터넷에 연결한 후 다시 시도하세요","ダウンロード失敗！
インターネットに接続して再試行してください","डाउनलोड विफल!
कृपया इंटरनेट से कनेक्ट करें और पुनः प्रयास करें","Не вдалося завантажити!
Підключіться до інтернету й спробуйте ще раз","Download non riuscito!
Connettiti a Internet e riprova",
ui_downloadbundle,Please connect to the internet to continue playing,Vui lòng kết nối mạng để tiếp tục chơi,"Por favor, conecte-se à internet para continuar jogando",Lütfen oynamaya devam etmek için internete bağlanın,"Bitte stelle eine Internetverbindung her, um weiterzuspielen",Veuillez vous connecter à Internet pour continuer à jouer,Silakan sambungkan ke internet untuk melanjutkan bermain,"Por favor, conéctate a Internet para seguir jugando","Пожалуйста, подключитесь к интернету, чтобы продолжить игру",계속하려면 인터넷에 연결해주세요,プレイを続けるにはインターネットに接続してください,कृपया खेलना जारी रखने के लिए इंटरनेट से कनेक्ट करें,"Будь ласка, підключіться до інтернету, щоб продовжити гру","Per favore, connettiti a Internet per continuare a giocare",
ui_endgame_complete,Level Complete!,Qua Màn!,Nível Concluído!,Seviye Tamamlandı!,Level abgeschlossen!,Niveau terminé !,Level Selesai!,¡Nivel completado!,Уровень пройден!,레벨 완료!,レベルクリア！,स्तर पूरा हुआ!,Рівень завершено!,Livello completato!,
ui_endgame_no,No Thanks!,"Không, Cảm Ơn!","Não, obrigado!","Hayır, Teşekkürler!","Nein, danke!",Non merci !,"Tidak, Terima Kasih!","¡No, gracias!","Нет, спасибо!","아니요, 괜찮습니다!",結構です,नहीं धन्यवाद!,"Ні, дякую!","No, grazie!",
ui_equip,Equip,Trang bị,Equipar,Kuşan,Ausrüsten,Équiper,Lengkapi,Equipar,Экипировать,장착,装備,लैस करें,Спорядити,Equipaggia,
ui_equiped,Equipped,Đã Trang Bị,Equipado,Donatıldı,Ausgestattet,Équipé,Dilengkapi,Equipado,Оснащено,장착됨,装備済み,सुसज्जित,Оснащено,Equipaggiato,
ui_full,Full,Đầy,Cheio ,Dolu,Voll,Plein,Penuh,Lleno,Полн,가득참,満タン,पूरा,Повн,Pieno,
ui_hero_bonus,Bonus,Tặng Kèm,Bônus,Bonus,Bonus,Bonus,Bonus,Bono,Бонус,보너스,ボーナス,बोनस,Бонус,Bonus,
ui_hero_ceo_name,CEO,CEO,CEO,CEO,CEO,PDG,CEO,CEO,Генеральный директор,CEO,CEO,सीईओ,Генеральний директор,CEO,
ui_hero_ceo_skill_des,"CEO’s attacks drop Cash. Additionally, they have a small chance to drop an extra Diamond.","Những đòn tấn công của CEO sẽ rơi ra một số tiền, ngoài ra có tỉ lệ nhỏ rơi thêm kim cương","Os ataques do CEO soltam Dinheiro. Além disso, eles têm uma pequena chance de soltar um Diamante extra.","CEO'nun saldırıları Nakit düşürür. Ayrıca, fazladan bir Elmas düşürme şansları da düşüktür.","Die Angriffe des CEO lassen Bargeld fallen. Zusätzlich besteht eine geringe Chance, dass sie einen zusätzlichen Diamanten fallen lassen.","Les attaques du PDG font tomber de l'Argent. De plus, elles ont une petite chance de faire tomber un Diamant supplémentaire.","Serangan CEO menjatuhkan Uang. Selain itu, ada peluang kecil untuk menjatuhkan Berlian tambahan.","Los ataques del CEO sueltan Dinero. Además, tienen una pequeña probabilidad de soltar un Diamante extra.","Атаки генерального директора приносят наличные. Кроме того, есть небольшой шанс выпадения дополнительного алмаза.","CEO의 공격은 현금을 드랍합니다. 또한, 추가 다이아몬드를 드랍할 낮은 확률이 있습니다.",CEOの攻撃はキャッシュをドロップします。さらに、低確率で追加のダイヤモンドをドロップします。,"सीईओ के हमले नकद गिराते हैं। इसके अतिरिक्त, उनके पास एक अतिरिक्त हीरा गिराने का एक छोटा मौका है।","Атаки генерального директора приносять готівку. Крім того, є невеликий шанс випадання додаткового діаманта.","Gli attacchi del CEO rilasciano Contanti. Inoltre, hanno una piccola probabilità di rilasciare un Diamante extra.",
ui_hero_ceo_skill_name,It's Overtime,Đến giờ tăng ca,É prorrogação,Uzatma süresi,Es ist Verlängerung,C'est la prolongation,Waktu tambahan,Es tiempo extra,Это овертайм,연장전입니다,延長戦です,यह ओवरTIME है,Це овертайм,È tempo supplementare,
ui_hero_madscientist_name,Mad Scientist,Bác Học Điên,Cientista louco,Çılgın bilim adamı,Verrückter Wissenschaftler,Savant fou,Ilmuwan gila,Científico loco,Безумный ученый,미친 과학자,マッドサイエンティスト,पागल वैज्ञानिक,Божевільний вчений,Scienziato pazzo,
ui_hero_madscientist_skill_des,"Mad Scientist rushes to target. On impact, he explodes, inflicting damage over time.","Bác Học Điên lao thẳng về mục tiêu. Khi va chạm, hắn phát nổ, gây sát thương theo thời gian","Cientista Louco avança para o alvo. No impacto, ele explode, causando dano ao longo do tempo.",Çılgın Bilim Adamı hedefe atılır. Çarpma anında patlayarak zamanla hasar verir.,Der verrückte Wissenschaftler stürmt auf das Ziel zu. Beim Aufprall explodiert er und verursacht über Zeit Schaden.,"Le savant fou fonce vers la cible. À l'impact, il explose, infligeant des dégâts sur la durée.","Ilmuwan Gila menyerbu ke arah target. Saat terkena benturan, dia meledak, memberikan kerusakan seiring waktu.","El científico loco corre hacia el objetivo. Al impactar, explota e inflige daño con el tiempo.","Безумный ученый бросается к цели. При столкновении он взрывается, нанося периодический урон.",매드 사이언티스트가 목표를 향해 돌진합니다. 충돌 시 폭발하여 지속 피해를 입힙니다.,マッドサイエンティストがターゲットに突進する。衝突時に爆発し、継続ダメージを与える。,"पागल वैज्ञानिक लक्ष्य की ओर तेज़ी से बढ़ता है। टकराने पर, वह विस्फोट करता है, जिससे समय के साथ नुकसान होता है।","Божевільний вчений кидається до цілі. При зіткненні він вибухає, завдаючи періодичної шкоди.","Lo scienziato pazzo corre verso il bersaglio. All'impatto esplode, infliggendo danni nel tempo.",
ui_hero_madscientist_skill_name,Unstable Compound,Hợp chất bất ổn,Composto Instável,Kararsız Bileşik,Instabile Verbindung,Composé instable,Senyawa Tidak Stabil,Compuesto inestable,Нестабильное соединение,불안정한 화합물,不安定な化合物,अस्थिर यौगिक,Нестабільна сполука,Composto instabile,
